sier	O
Sverres	B-ORG
lege	I-ORG
,	O
Kristian	B-PER
Furuseth	I-PER
.	O
	
Men	O
tingene	O
til	O
Sverre	B-PER
har	O
hun	O
ikke	O
orket	O
å	O
rydde	O
bort	O
.	O
	
Fra	O
kjøkkenet	O
har	O
de	O
utsikt	O
mot	O
St.	B-LOC
Hanshaugen	I-LOC
og	O
Holmenkollen	B-LOC
,	O
fra	O
Øyvinds	B-LOC
soverom	I-LOC
mot	O
Ekebergåsen	B-LOC
og	O
byen	B-LOC
.	O
	
Me	O
bør	O
kunne	O
ta	O
ut	O
rundt	O
400	O
rein	O
kvar	O
haust	O
dei	O
neste	O
fem	O
åra	O
utan	O
at	O
det	O
gjev	O
negativ	O
utvikling	O
for	O
stamma	O
,	O
seier	O
Ekre	B-PER
.	O
	
I	O
tider	O
da	O
Høyre	B-ORG
maktet	I-ORG
å	O
overføre	O
honnørordene	O
valgfrihet	O
,	O
mangfold	O
og	O
ansvarlighet	O
til	O
en	O
praktisk	O
politikk	O
som	O
folk	O
flest	O
opplevde	O
som	O
forbedringer	O
i	O
egen	O
hverdag	O
,	O
var	O
partiet	B-ORG
samfunnsledende	I-ORG
.	O
	
I	O
1958	O
møtte	O
den	O
nyansatte	O
barnevernssekretæren	O
Martha	B-PER
Johnsen	I-PER
for	O
første	O
gang	O
i	O
styret	O
for	O
Chr	B-ORG
.	I-ORG
Michelsens	I-ORG
barnehjem	I-ORG
:	O
	
Etter	O
å	O
ha	O
lese	O
Brophy	O
skreiv	O
Ryder	O
fleire	O
avisinnlegg	O
som	O
ein	O
respons	O
på	O
det	O
Brophy	B-ORG
hadde	O
skrive	O
.	O
	
De	O
redsler	O
Brodeck	I-PER
må	O
utstå	O
i	O
«	O
leiren	O
»	O
,	O
inngår	O
uten	O
tvil	O
i	O
holocaustmarerittet	B-LOC
.	O
	
Derfor	O
ville	O
Senterpartiet	B-ORG
stø	O
tilrådinga	O
frå	O
rådmannen	O
.	O
	
I	O
går	O
skjøt	O
hun	O
feilfritt	O
,	O
men	O
i	O
dag	O
var	O
ikke	O
Tora	B-PER
Berger	I-PER
like	O
treffsikker	O
.	O
	
Seneca	B-PER
knytte	O
seg	O
gjerne	O
til	O
andre	O
menneske	O
.	O
	
-	O
Vi	O
har	O
alt	O
Runar	B-ORG
Tafjord	I-ORG
tilsett	O
i	O
halv	O
stilling	O
.	O
	
Det	O
viser	O
at	O
rykter	O
er	O
blitt	O
fremstilt	O
som	O
fakta	O
for	O
å	O
avskjedige	O
ham	O
,	O
sier	O
Kvande	B-PER
.	O
	
De	O
skulle	O
gjøre	O
alt	O
de	O
kunne	O
gjøre	O
for	O
Espen	B-LOC
.	O
	
Dette	O
til	O
tross	O
,	O
to	O
uker	O
senere	O
var	O
Clinton	B-PER
i	O
landet	B-LOC
,	O
og	O
de	O
to	O
journalistene	O
ble	O
satt	O
fri	O
.	O
	
For	O
ti	O
år	O
sidan	O
tok	O
Vest-Telemark	B-ORG
museum	I-ORG
og	I-ORG
historielag	I-ORG
opp	O
tradisjonen	O
,	O
og	O
i	O
år	O
blir	O
turen	O
arrangert	O
for	O
sjuande	O
år	O
på	O
rad	O
.	O
	
Vektlegging	O
og	O
prioritering	O
av	O
oppgåver	O
opp	O
gjennom	O
åra	O
har	O
i	O
stor	O
grad	O
vore	O
eit	O
resultat	O
av	O
vurderingar	O
i	O
Språkrådet	B-ORG
sjølv	O
,	O
men	O
sidan	O
midten	O
av	O
1990-talet	O
har	O
departementet	O
ved	O
tre	O
høve	O
tillagt	O
Språkrådet	B-ORG
nye	O
oppgåver	O
i	O
form	O
av	O
meir	O
spesielle	O
funksjonar	O
.	O
	
-	O
Det	O
er	O
ikkje	O
slikt	O
vi	O
tenkjer	O
på	O
i	O
første	O
omgang	O
,	O
seier	O
Gjerland	B-PER
.	O
	
Hun	O
måtte	O
likestille	O
Frp	B-ORG
med	O
Høyres	B-ORG
tidligere	O
regjeringspartnerne	O
for	O
å	O
unngå	O
enda	O
mer	O
splid	O
-	O
og	O
i	O
verste	O
fall	O
splittelse	O
-	O
i	O
egne	O
rekker	O
.	O
	
Utover	O
den	O
flate	O
sletta	O
nede	O
ved	O
Kaspihavet	B-LOC
står	O
gammalmodige	O
oljeinstallasjonar	O
så	O
langt	O
augo	O
rekk	O
,	O
ein	O
skog	B-LOC
av	I-LOC
svart	I-LOC
stål	I-LOC
,	O
dei	O
slitne	O
nikkepumpene	O
svingar	O
trufast	O
og	O
taktfast	O
for	O
å	O
få	O
opp	O
dei	O
siste	O
slantane	O
frå	O
dette	O
gamle	O
oljefeltet	O
.	O
	
I	O
Ap	O
er	O
det	O
ikke	O
vanskelig	O
å	O
finne	O
folk	O
som	O
mener	O
det	O
vil	O
være	O
uansvarlig	O
av	O
Stoltenberg	B-ORG
å	O
ikke	O
forberede	O
seg	O
på	O
å	O
styre	O
alene	O
dersom	O
flertallet	O
går	O
tapt	O
,	O
og	O
det	O
eneste	O
alternativet	O
er	O
at	O
Frp	O
får	O
prøve	O
seg	O
i	O
regjeringskontorene	B-ORG
.	O
	
Fire	O
måneder	O
etter	O
møtet	O
skriver	O
DA	B-ORG
sin	O
saksfremstilling	O
til	O
Justisdepartementet	B-ORG
.	O
	
Derfor	O
vil	O
vi	O
gjennomføre	O
pensjonsforliket	O
som	O
ble	O
inngått	O
i	O
Stortinget	B-LOC
i	O
vår	O
,	O
slik	O
at	O
vi	O
vil	O
få	O
både	O
et	O
mer	O
rettferdig	O
pensjonssystem	O
og	O
et	O
system	O
som	O
samfunnet	O
kan	O
finansiere	O
i	O
framtida	O
.	O
	
Det	O
er	O
eit	O
ankepunkt	O
som	O
Ågot	B-PER
Valle	I-PER
deler	O
-	O
naturleg	O
nok	O
,	O
sidan	O
ho	O
har	O
Seierstad	B-ORG
som	O
rådgjevar	O
.	O
	
-	O
I	O
nokre	O
miljø	O
har	O
ein	O
hevda	O
at	O
berre	O
SS	B-ORG
og	O
deira	O
drapsavdelingar	O
var	O
verkelege	O
forbrytarar	O
,	O
eller	O
brukt	O
mykje	O
tid	O
på	O
Rudolf	B-PER
Höss	I-PER
,	O
kommandanten	O
i	O
Auschwitz	B-ORG
eller	O
andre	O
perverse	O
menneske	O
som	O
jobba	O
i	O
konsentrasjonsleirar	O
.	O
	
-	O
Det	O
er	O
ekstra	O
spennende	O
i	O
dag	O
,	O
med	O
så	O
høyt	O
vann	O
og	O
kraftig	O
vind	O
som	O
det	O
er	O
nå	O
,	O
sier	O
Leif	B-PER
Sørensen	I-PER
mens	O
han	O
legger	O
seg	O
på	O
kne	O
og	O
griper	O
tak	O
i	O
en	O
klase	O
med	O
tang	O
.	O
	
Erik	B-PER
Solheim	I-PER
er	O
tidlegare	O
leiar	O
i	O
Naturvernforbundet	B-ORG
.	O
	
Det	O
er	O
viktig	O
at	O
Høgre	B-ORG
og	O
Framstegspartiet	I-ORG
klargjer	O
overfor	O
næringslivet	O
kva	O
slags	O
næringspolitikk	O
dei	O
vil	O
føra	O
dersom	O
dei	O
skal	O
samarbeida	O
.	O
	
Valfartinga	B-ORG
til	I-ORG
Røldal	I-ORG
fekk	O
ein	O
brå	O
slutt	O
då	O
biskopen	B-ORG
fann	O
ut	O
at	O
denne	O
etterlevinga	O
etter	O
den	O
katolske	B-ORG
trua	I-ORG
enno	O
blei	O
praktisert	O
.	O
	
Bouvetøya	O
har	O
status	O
som	O
norsk	B-ORG
biland	I-ORG
,	O
i	O
likhet	O
med	O
Dronning	B-ORG
Maud	I-ORG
Land	I-ORG
og	O
Peter	B-PER
I	I-PER
Øy	I-PER
.	O
	
Konkurranse	O
i	O
eteren	O
vart	O
til	O
konkurranse	O
kanalane	O
imellom	O
om	O
å	O
få	O
Carl	B-PER
I.	I-PER
Hagen	I-PER
til	O
debattprogrammet	O
om	O
kvelden	O
.	O
	
Også	O
de	B-PER
Seynes'	I-PER
bestefar	O
,	O
Emile	B-PER
Hermès'	I-PER
svigersønn	I-PER
,	O
var	O
direktør	O
i	O
familiebedriften	O
.	O
	
Redd	B-ORG
Barna	I-ORG
har	O
nulltoleranse	O
overfor	O
barnearbeid	O
.	O
	
I	O
eit	O
svar	O
på	O
e-post	O
til	O
Dag	B-ORG
og	I-ORG
Tid	I-ORG
skriv	O
til	O
dømes	O
utvalsmedlem	O
Finn	B-PER
Martin	I-PER
Vallersnes	I-PER
,	O
Høgre	B-ORG
:	O
	
Vi	O
spør	O
ham	O
om	O
hva	O
han	O
tenker	O
om	O
Zlatans	B-ORG
suksess	O
i	O
Inter	B-LOC
,	O
og	O
hans	O
110	O
millioner	O
i	O
året	O
.	O
	
Det	O
er	O
et	O
lavt	O
tall	O
,	O
mener	O
Kripos	B-ORG
,	O
som	O
mener	O
at	O
risikoen	O
for	O
å	O
bli	O
tatt	O
med	O
GHB	O
trolig	O
er	O
mindre	O
enn	O
for	O
andre	O
typer	O
stoffer	O
.	O
	
Det	O
er	O
nettopp	O
blitt	O
kjent	O
at	O
«	O
Dr.	O
M.	O
»	O
s	O
sønn	O
kommer	O
inn	O
i	O
regjeringen	B-ORG
.	O
	
Ifølge	O
Arbeiderpartiets	B-ORG
generalsekretær	O
og	O
lederen	O
i	O
LO	B-ORG
kan	O
staten	B-ORG
borge	I-ORG
for	I-ORG
bedre	I-ORG
kristendom	I-ORG
enn	O
kirkens	I-ORG
ledere	O
.	O
	
Det	O
er	O
elles	O
naturleg	O
å	O
sjå	O
etableringa	O
av	O
dette	O
rådet	O
i	O
samanheng	O
med	O
det	O
arbeidet	O
som	O
skal	O
gjerast	O
av	O
den	O
gruppa	O
som	O
skal	O
førebu	O
utvidinga	O
av	O
ansvarsområdet	O
til	O
Språkrådet	B-ORG
slik	O
som	O
nemnt	O
under	O
kap.	O
3.5.3.7	O
ovanfor	O
.	O
	
Ja	O
,	O
filmrolla	O
modererer	O
veldig	O
inntrykket	O
frå	O
albuma	O
til	O
Eminem	B-PER
,	O
både	O
når	O
det	O
gjeld	O
synet	O
på	O
homsar	O
og	O
kvinner	O
.	O
	
Optimalt	O
sett	O
burde	O
det	O
ha	O
vore	O
gjort	O
noko	O
med	O
avfallsplassen	O
før	O
sommartrafikken	O
set	O
inn	O
,	O
og	O
kommunen	O
kunne	O
frå	O
tid	O
til	O
annan	O
flate	O
ut	O
avfallshaugane	O
slik	O
at	O
det	O
ser	O
litt	O
betre	O
ut	O
langs	O
vegen	O
,	O
seier	O
leiar	O
i	O
grendelaget	O
,	O
Ragnvald	B-PER
Christenson	I-PER
.	O
	
Om	O
morgenen	O
10.	O
april	O
ble	O
det	O
nemlig	O
sendt	O
ut	O
en	O
e-post	O
fra	O
avdelingsleder	O
Ove	B-PER
Kjell	I-PER
Hole	I-PER
til	O
en	O
rekke	O
dommere	O
og	O
saksbehandlere	O
.	O
	
Sharif	B-PER
håper	O
nå	O
at	O
regjeringen	O
vil	O
kjøpe	O
paviljongen	O
tilbake	O
.	O
	
Espen	B-PER
er	O
jo	O
18	O
år	O
nå	O
.	O
	
Det	O
var	O
ikke	O
mange	O
feilene	O
jeg	O
gjorde	O
nedover	O
,	O
oppsummerer	O
Svindal	B-LOC
.	O
	
Under	O
en	O
utredning	O
ved	O
Rikshospitalet	B-ORG
tidligere	O
i	O
høst	O
fikk	O
47-åringen	O
beskjed	O
om	O
at	O
en	O
transplantasjon	O
var	O
eneste	O
utvei	O
,	O
ifølge	O
lokalavisen	O
.	O
	
-	O
Epiktet	O
slår	O
også	O
tydeleg	O
fast	O
at	O
ein	O
ikkje	O
skal	O
bry	O
seg	O
om	O
kva	O
andre	O
folk	O
meiner	O
,	O
og	O
at	O
ein	O
ikkje	O
skal	O
streve	O
etter	O
ære	O
og	O
anerkjenning	O
.	O
	
Barnevernssamarbeidet	B-ORG
har	O
stadig	O
utfordringar	O
i	O
kvardagen	O
,	O
og	O
sakene	O
ser	O
ut	O
til	O
å	O
bli	O
fleire	O
.	O
	
Og	O
er	O
det	O
så	O
mykje	O
verre	O
at	O
dei	O
i	O
offentleg	B-ORG
sektor	I-ORG
møter	O
effektivitetskrav	O
enn	O
at	O
alle	O
andre	O
i	O
resten	O
av	O
næringslivet	O
gjer	O
det	O
,	O
spør	O
Hersoug	B-LOC
.	O
	
Første	O
gang	O
jeg	O
så	O
ham	O
,	O
for	O
et	O
par	O
år	O
siden	O
,	O
satt	O
han	O
i	O
rullestol	O
,	O
sier	O
lærer	O
Willy	B-PER
Winther	I-PER
.	O
	
Sentios	B-ORG
undersøkelse	O
viser	O
at	O
det	O
er	O
kvinnene	O
som	O
er	O
mest	O
skeptiske	O
til	O
gasskraft	O
.	O
	
Men	O
vi	O
er	O
en	O
nykommere	O
på	O
Mulligan's	B-LOC
.	O
	
Både	O
Siv	B-PER
Jensen	I-PER
og	O
Høyres	B-ORG
velgere	O
hjelper	O
Erna	B-PER
Solberg	I-PER
til	O
å	O
bli	O
tydeligere	O
i	O
regjeringsspørsmålet	O
.	O
	
Etter	O
gårsdagens	O
fjerdeplass	O
forklarte	O
Bjørndalen	B-PER
at	O
han	O
manglet	O
det	O
ekstra	O
giret	O
for	O
å	O
utfordre	O
teten	O
.	O
	
Aly	O
har	O
vridd	O
om	O
på	O
filosofen	O
Max	B-PER
Horkheimers	I-PER
ord	O
om	O
at	O
den	O
som	O
ikkje	O
vil	O
snakka	O
om	O
kapitalisme	B-ORG
burde	O
tia	O
om	O
fascismen	B-ORG
.	O
	
Det	O
er	O
adressert	O
til	O
utenriksminister	B-ORG
Hugues-Bernard	B-PER
Maret	I-PER
.	O
	
Så	O
det	O
er	O
fruktbart	O
for	O
den	O
systematiske	O
teologien	O
å	O
lese	O
Paulus	B-PER
på	O
denne	O
måten	O
.	O
	
Kristeleg	B-ORG
Folkeparti	I-ORG
er	O
eit	O
parti	O
som	O
tradisjonelt	O
har	O
stått	O
Arbeidarpartiet	B-ORG
nær	O
.	O
	
I	O
2010	O
forsto	O
Bertelsen	I-PER
at	O
han	O
trengte	O
juridisk	B-ORG
bistand	I-ORG
.	O
	
-	O
Men	O
Staten	B-ORG
kan	O
verke	O
veldig	O
snill	O
,	O
som	O
deler	O
ut	O
kraftkontraktar	B-ORG
verde	O
titals	O
millionar	O
utan	O
å	O
krevje	O
noko	O
som	O
helst	O
attende	O
?	O
	
På	O
ei	O
pressekonferanse	O
klokka	O
12	O
torsdag	O
fastslo	O
Avinor	B-ORG
og	O
Luftfartstilsynet	B-ORG
at	O
det	O
ikkje	O
blir	O
nokon	O
trafikk	O
i	O
norsk	B-LOC
luftrom	I-ORG
før	O
tidlegast	O
fredag	O
morgon	O
.	O
	
No	O
har	O
Solveig	B-LOC
vore	O
innom	O
skogsleiren	O
i	O
20	O
år	O
.	O
	
Som	O
sagt	O
av	O
Franz	B-PER
Kafka	I-PER
:	O
	
Tre	O
år	O
senere	O
,	O
i	O
juli	O
2000	O
,	O
skriver	O
daværende	O
byrettsjustitiarius	B-ORG
Erik	B-PER
Elstad	I-PER
til	O
Justisdepartementet	B-ORG
at	O
saken	O
lå	O
i	O
grenselandet	O
mellom	O
en	O
dommers	B-ORG
offentlige	I-ORG
stilling	O
og	O
retten	O
til	O
å	O
være	O
privatperson	O
.	O
	
Der	O
hevder	O
han	O
at	O
Bertelsen	B-ORG
«	O
prøvde	O
å	O
skubbe	O
meg	O
med	O
hånden	O
mot	O
brystet	O
mitt	O
»	O
.	O
	
Eit	O
overveldande	O
stort	O
fleirtal	O
i	O
FN	B-ORG
sitt	I-ORG
klimapanel	O
er	O
overtydd	O
om	O
det	O
.	O
	
Helse-	B-ORG
og	I-ORG
omsorgsdepartementet	I-ORG
har	O
gitt	O
beskjed	O
om	O
at	O
nye	O
St.	B-ORG
Olavs	I-ORG
hospital	I-ORG
ikke	O
kan	O
forvente	O
flere	O
statlige	O
tilskudd	O
.	O
	
Me	O
blir	O
ikkje	O
så	O
sårbare	O
og	O
no	O
er	O
det	O
alltid	O
opne	O
dører	O
her	O
,	O
seier	O
leiar	O
av	O
Barnevernsamarbeidet	B-ORG
,	O
Synnøve	B-PER
Bratland	I-PER
.	O
	
Mamma	B-PER
Therese	I-PER
Fosholt	I-PER
Moe	I-PER
er	O
positiv	O
til	O
metoden	O
.	O
	
Vefsnavassdraget	B-ORG
skal	O
vernes	O
mot	O
kraftutbygging	B-ORG
.	O
	
Espens	B-LOC
hjerne	I-LOC
var	O
heldigvis	O
ikke	O
så	O
hardt	O
rammet	O
som	O
bildene	O
først	O
kunne	O
indikere	O
.	O
	
Og	O
det	O
var	O
ingenting	O
som	O
tydet	O
på	O
at	O
han	O
var	O
gal	O
,	O
sier	O
Kvande	B-PER
.	O
	
I	O
og	O
med	O
at	O
det	O
er	O
ein	O
representant	O
frå	O
Arbeidarpartiet	B-ORG
som	O
nettopp	O
tek	O
opp	O
problematikken	O
kring	O
CO2-forskning	O
generelt	O
og	O
midlar	O
til	O
å	O
forska	O
på	O
m.a.	O
CO2-frie	O
gasskraftverk	O
,	O
trur	O
eg	O
det	O
kan	O
vera	O
viktig	O
å	O
nemna	O
at	O
om	O
ein	O
ser	O
på	O
framlegget	O
frå	O
Arbeidarpartiet	B-ORG
og	O
det	O
som	O
no	O
er	O
kome	O
frå	O
Regjeringa	B-ORG
og	O
stortingsfleirtalet	O
si	O
side	O
,	O
er	O
løyvingane	O
som	O
no	O
blir	O
vedtekne	O
,	O
faktisk	O
større	O
.	O
	
Novaja	B-PER
Gaseta	I-PER
samarbeider	O
med	O
dei	O
offisielle	O
etterforskingsorgana	O
,	O
men	O
vil	O
ikkje	O
sjølve	O
spekulera	O
.	O
	
Oppskriften	O
ligger	O
på	O
nettet	O
,	O
sier	O
Rune	B-PER
Fremstad	I-PER
,	O
leder	O
for	O
narkotikaseksjonen	O
ved	O
Bergen	B-ORG
sentrum	I-ORG
politistasjon	I-ORG
,	O
til	O
BT.no	B-ORG
.	O
	
Nina	B-PER
Ellen	I-PER
Ødegård	I-PER
er	O
-	O
som	O
alltid	O
-	O
eineståande	O
,	O
denne	O
gong	O
som	O
den	O
lettlevde	O
Myrtle	B-PER
.	O
	
Halvard	B-PER
Hanevold	I-PER
var	O
den	O
eneste	O
som	O
skjøt	O
helt	O
feilfritt	O
,	O
men	O
krysset	O
målstreken	O
som	O
nummer	O
seks	O
.	O
	
Dei	O
mest	O
kjende	O
representantane	O
for	O
reduktiv	O
fysikalisme	I-ORG
er	O
granskarparet	O
Patricia	B-PER
og	O
Paul	B-PER
Churchland	I-PER
.	O
	
Datteren	O
til	O
Hjørdis	B-PER
Djuvik	I-PER
har	O
opplyst	O
at	O
også	O
Bergen	B-ORG
Helseråd	I-ORG
formidlet	O
spedbarn	O
for	O
adopsjon	O
fra	O
fødestuen	O
i	O
Norheimsund	B-LOC
.	O
	
-	O
Røykeforbudet	O
er	O
tåpelig	O
,	O
sier	O
bartender	O
Darren	B-PER
på	O
Larnington's	B-LOC
.	O
	
Å	O
ta	O
tak	O
i	O
tilfeldige	O
jenter	O
på	O
Horgans	B-LOC
og	O
tørrpule	O
dem	O
inntil	O
en	O
vegg	O
er	O
helt	O
greit	O
.	O
	
Ap	O
er	O
for	O
mer	O
mat	O
i	O
skolen	B-ORG
,	O
bedre	O
skolebygg	B-ORG
og	O
utvidet	O
skoledag	B-ORG
.	O
	
Signy	B-PER
Fardal	I-PER
hadde	O
lagt	O
ned	O
magasinet	O
Red	B-ORG
,	O
arbeidstilsynet	O
hadde	O
vært	O
på	O
besøk	O
,	O
det	O
hadde	O
vært	O
konflikter	O
og	O
sykefravær	O
.	O
	
Høeg	B-LOC
og	I-LOC
Nansen	I-LOC
	
I	O
utlandet	B-LOC
bruker	O
jeg	O
det	O
passet	O
jeg	O
vil	O
,	O
sa	O
hun	O
til	O
Aftenposten	B-ORG
i	O
juni	O
.	O
	
Gjennom	O
eit	O
tilskot	O
lagt	O
opp	O
som	O
eit	O
spleiselag	O
mellom	O
Olje-	B-ORG
og	I-ORG
energidepartementet	I-ORG
og	O
Miljøverndepartementet	B-ORG
,	O
blir	O
restaureringsarbeidet	O
ved	O
dette	O
museet	O
fullfinansiert	O
.	O
	
Det	O
var	O
ein	O
føresetnad	O
i	O
denne	O
meldinga	O
at	O
Språkrådet	B-ORG
sette	O
av	O
tilstrekkelege	O
administrative	O
ressursar	O
til	O
dette	O
.	O
	
Den	O
norske	B-ORG
standarden	O
ble	O
satt	O
med	O
Kjetil	B-PER
Jansruds	I-PER
fantastiske	O
andreomgang	O
.	O
	
Men	O
Claudel	B-PER
unnlater	O
å	O
tids-	O
og	O
stedfeste	O
,	O
dette	O
er	O
en	O
allegorisk	O
roman	O
om	O
det	O
grusomme	O
i	O
mennesket	O
,	O
om	O
det	O
skrekkens	O
potensial	O
vi	O
alle	O
kan	O
målbære	O
og	O
iverksette	O
,	O
om	O
skyld	O
kontra	O
uskyld	O
,	O
om	O
det	O
utsatte	O
enkeltmennesket	O
kontra	O
den	O
nådeløse	O
massen	O
,	O
om	O
den	O
bekvemme	O
forglemmelse	O
kontra	O
den	O
smertefulle	O
erindring	O
...	O
	
75	O
år	O
gamle	O
Agnes	B-PER
Duffy	I-PER
trekker	O
sine	O
dype	O
drag	O
inne	O
på	O
Knightsbridge	B-ORG
Bar	I-ORG
.	O
	
Hortens	B-ORG
selskabelige	I-ORG
Diskussionsforening	I-ORG
bidrog	O
òg	O
til	O
skipinga	O
av	O
fleire	O
andre	O
organisasjonar	O
,	O
mellom	O
anna	O
Tuberkuloseforeningen	B-ORG
(	O
seinare	O
Sanitetsforeningen	B-ORG
)	I-ORG
,	O
Horten	B-ORG
Kvinneråd	I-ORG
,	O
Hjemmenes	B-ORG
vel	I-ORG
(	I-ORG
seinare	O
Horten	B-ORG
Husmorlag	I-ORG
)	O
og	O
Yrkeskvinneforeningen	B-ORG
.	O
	
3.5.3.5	O
Språkrådets	B-ORG
generelle	I-ORG
språkpolitiske	I-ORG
ansvar	I-ORG
i	I-ORG
dag	I-ORG
	
Det	O
bør	O
vere	O
aktuelt	O
for	O
mindre	O
selskap	O
,	O
og	O
me	O
har	O
alle	O
rettigheitar	O
om	O
bord	O
,	O
smiler	O
Normann	B-LOC
.	O
	
Etter	O
at	O
Regjeringa	B-ORG
overtok	O
,	O
har	O
så	O
mange	O
som	O
200	O
000	O
fleire	O
kome	O
ut	O
i	O
arbeid	O
.	O
	
Det	O
var	O
ikke	O
verre	O
enn	O
at	O
jeg	O
gikk	O
oppreist	O
,	O
men	O
jeg	O
kunne	O
ikke	O
trene	O
,	O
sier	O
Bjørndalen	B-PER
,	O
som	O
aldri	O
har	O
opplevd	O
verre	O
.	O
	
Dette	O
vil	O
føra	O
til	O
meirarbeid	O
for	O
Språkrådet	B-ORG
jamført	O
med	O
dagens	O
situasjon	O
.	O
	
Så	O
store	O
utfordringer	O
,	O
så	O
store	O
mål	O
,	O
vil	O
Regjeringen	B-ORG
strekke	O
seg	O
etter	O
i	O
sitt	O
arbeid	O
.	O
	
Kva	B-ORG
er	I-ORG
det	I-ORG
som	I-ORG
gjer	I-ORG
Eminem	B-ORG
så	I-ORG
stor	I-ORG
?	I-ORG
	
Hilmar	B-PER
Frantzen	I-PER
seier	O
det	O
òg	O
er	O
mange	O
dårlege	O
isar	O
i	O
år	O
.	O
	
For	O
det	O
første	O
vart	O
ein	O
del	O
av	O
departementet	O
sine	O
tilsynsoppgåver	O
etter	O
lov	O
om	I-ORG
målbruk	I-ORG
i	I-ORG
offentleg	I-ORG
teneste	I-ORG
overført	O
til	O
Språkrådet	B-ORG
frå	O
og	O
med	O
1994	O
.	O
	
Utestedet	O
Sirkus	B-LOC
er	O
for	O
tiden	O
det	O
mest	O
trendy	O
stedet	O
.	O
	
Men	O
så	O
vel	O
Regjeringa	B-ORG
å	O
dela	O
ut	O
40	O
laksekonsesjonar	O
over	O
bordet	O
etter	O
samtalar	O
med	O
Framstegspartiet	B-ORG
.	O
	
Uten	O
bidragene	O
fra	O
vår	O
lille	O
gruppe	O
kollapser	O
store	O
deler	O
av	O
FNs	B-ORG
virksomhet	I-ORG
.	O
	
Maskinmennesket	B-ORG
Terminator	I-ORG
er	O
eit	O
av	O
ikona	O
i	O
moderne	O
amerikansk	I-ORG
film	I-ORG
,	O
og	O
ergo	O
i	O
den	O
populærkulturelle	O
verda	O
elles	O
.	O
	
Han	O
er	O
daglig	O
leder	O
i	O
firmaet	O
1-2-3	B-ORG
Advokaten	I-ORG
,	O
som	O
til	O
sammen	O
har	O
hatt	O
fem-seks	O
saker	O
med	O
Bertelsen	B-ORG
som	O
dommer	O
.	O
	
-	O
Domstoladministrasjonen	B-ORG
har	O
ikke	O
kompetanse	O
til	O
å	O
fastslå	O
om	O
en	O
dommer	O
fremviser	O
avvikende	O
virkelighetsoppfatning	O
.	O
	
Nå	O
har	O
Fardal	O
vært	O
redaktør	O
for	O
Elle	B-ORG
i	O
ti	O
